appointment_id,client_id,agent_id,house_id,appointment_date,appointment_time,status,comments
3400,270,13,982,2023-03-07,07:31:51,scheduled,I appreciate the agent's professionalism and attention to detail.
3401,2490,5,753,2023-03-07,20:28:25,completed,"Good service overall, but there were some delays in responses."
3402,2034,14,3,2023-03-07,20:59:52,scheduled,The agent provided excellent support and made the process smooth and easy.
3403,863,40,972,2023-03-07,01:54:44,completed,"The service was satisfactory, but there is room for improvement in communication."
3404,1527,21,689,2023-03-07,11:55:42,completed,"The service was satisfactory, but there is room for improvement in communication."
3405,1963,19,728,2023-03-07,01:54:25,cancelled,The agent was very attentive and addressed all my concerns promptly.
3406,1101,26,445,2023-03-07,03:10:50,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
3407,1081,8,275,2023-03-07,11:30:23,scheduled,The agent provided excellent support and made the process smooth and easy.
3408,713,50,440,2023-03-07,00:10:29,completed,I appreciate the agent's professionalism and attention to detail.
3409,1196,16,389,2023-03-07,12:51:51,completed,The agent was very professional and courteous throughout the entire process.
3410,2776,6,10,2023-03-07,05:19:00,cancelled,"Good service overall, but there were some delays in responses."
3411,1433,3,1,2023-03-07,10:19:24,scheduled,I appreciate the agent's professionalism and attention to detail.
3412,2475,26,464,2023-03-07,10:24:32,completed,The agent's expertise in the market was evident and very reassuring.
3413,83,37,109,2023-03-07,11:04:43,scheduled,The agent's expertise in the market was evident and very reassuring.
3414,2521,10,839,2023-03-07,07:08:44,cancelled,"The service was satisfactory, but there is room for improvement in communication."
3415,1266,14,434,2023-03-07,16:24:02,scheduled,The agent was very attentive and addressed all my concerns promptly.
3416,2918,3,5,2023-03-07,05:34:28,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3417,1398,16,326,2023-03-07,08:25:43,scheduled,The agent was very professional and courteous throughout the entire process.
3418,244,3,169,2023-03-07,01:06:04,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3419,763,36,156,2023-03-07,17:40:24,scheduled,The agent's expertise in the market was evident and very reassuring.
3420,1854,6,968,2023-03-07,15:50:59,completed,The agent was very attentive and addressed all my concerns promptly.
3421,2708,22,796,2023-03-07,02:05:08,completed,The agent was very professional and courteous throughout the entire process.
3422,604,39,395,2023-03-07,07:06:01,scheduled,The agent's expertise in the market was evident and very reassuring.
3423,1149,9,666,2023-03-07,04:44:39,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3424,68,31,49,2023-03-07,11:21:41,completed,The agent provided excellent support and made the process smooth and easy.
3425,1407,18,149,2023-03-07,07:31:16,cancelled,The agent was patient and explained everything clearly. Great service!
3426,1329,2,533,2023-03-07,08:24:37,completed,The agent was very professional and courteous throughout the entire process.
3427,546,24,732,2023-03-07,00:48:30,completed,"The service was satisfactory, but there is room for improvement in communication."
3428,1918,36,454,2023-03-07,03:55:41,scheduled,The agent was patient and explained everything clearly. Great service!
3429,2602,48,645,2023-03-07,11:08:36,completed,The agent was very professional and courteous throughout the entire process.
3430,1531,30,116,2023-03-07,21:48:59,completed,The agent was very attentive and addressed all my concerns promptly.
3431,1766,17,136,2023-03-07,06:45:32,cancelled,I am very pleased with the service. The agent went above and beyond to help.
3432,1129,34,915,2023-03-07,00:27:01,cancelled,"The service was satisfactory, but there is room for improvement in communication."
3433,2168,17,566,2023-03-08,12:44:54,completed,"The service was satisfactory, but there is room for improvement in communication."
3434,2457,34,491,2023-03-08,22:27:17,completed,I appreciate the agent's professionalism and attention to detail.
3435,145,7,427,2023-03-08,21:50:00,cancelled,I appreciate the agent's professionalism and attention to detail.
3436,943,33,678,2023-03-08,18:03:55,completed,The agent was patient and explained everything clearly. Great service!
3437,1597,23,73,2023-03-08,03:49:00,cancelled,The agent provided excellent support and made the process smooth and easy.
3438,1339,23,292,2023-03-08,00:23:38,completed,The agent was patient and explained everything clearly. Great service!
3439,1249,14,618,2023-03-08,06:36:16,scheduled,The agent was very professional and courteous throughout the entire process.
3440,2369,10,155,2023-03-08,21:22:17,cancelled,The agent was very attentive and addressed all my concerns promptly.
3441,2494,16,285,2023-03-08,13:40:54,cancelled,The agent was very professional and courteous throughout the entire process.
3442,255,31,962,2023-03-08,13:31:08,scheduled,The agent's expertise in the market was evident and very reassuring.
3443,1063,34,623,2023-03-08,14:40:49,cancelled,"Good service overall, but there were some delays in responses."
3444,379,29,563,2023-03-08,19:30:43,completed,The agent was very professional and courteous throughout the entire process.
3445,1114,25,513,2023-03-08,08:03:43,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
3446,1895,20,999,2023-03-08,22:39:13,completed,The agent was very attentive and addressed all my concerns promptly.
3447,2194,50,921,2023-03-08,13:26:30,completed,The agent was patient and explained everything clearly. Great service!
3448,1442,21,53,2023-03-08,12:35:04,cancelled,The agent's expertise in the market was evident and very reassuring.
3449,2485,29,595,2023-03-08,20:33:59,completed,I appreciate the agent's professionalism and attention to detail.
3450,1410,30,767,2023-03-08,07:24:45,completed,"Good service overall, but there were some delays in responses."
3451,592,1,284,2023-03-08,08:23:09,scheduled,The agent was very attentive and addressed all my concerns promptly.
3452,2529,39,976,2023-03-08,09:34:24,cancelled,The agent was patient and explained everything clearly. Great service!
3453,2875,6,714,2023-03-08,10:55:08,scheduled,I am very pleased with the service. The agent went above and beyond to help.
3454,2478,3,511,2023-03-08,06:30:46,cancelled,"Good service overall, but there were some delays in responses."
3455,2493,31,908,2023-03-08,11:47:33,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
3456,1959,50,179,2023-03-08,02:18:06,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
3457,1849,48,749,2023-03-08,03:15:42,completed,The agent was very professional and courteous throughout the entire process.
3458,780,45,381,2023-03-08,07:16:10,scheduled,The agent provided excellent support and made the process smooth and easy.
3459,1506,17,245,2023-03-08,21:07:05,completed,"Good service overall, but there were some delays in responses."
3460,2514,5,81,2023-03-08,00:57:52,scheduled,The agent's expertise in the market was evident and very reassuring.
3461,2155,9,573,2023-03-08,00:39:14,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
3462,1637,47,354,2023-03-08,18:43:43,scheduled,The agent's expertise in the market was evident and very reassuring.
3463,11,32,666,2023-03-08,13:53:07,scheduled,The agent was very attentive and addressed all my concerns promptly.
3464,1803,40,42,2023-03-08,03:46:38,cancelled,I appreciate the agent's professionalism and attention to detail.
3465,2665,13,276,2023-03-08,12:36:14,completed,The agent provided excellent support and made the process smooth and easy.
3466,14,3,92,2023-03-08,20:00:05,cancelled,The agent was very professional and courteous throughout the entire process.
3467,2234,25,618,2023-03-08,09:38:59,cancelled,The agent was very attentive and addressed all my concerns promptly.
3468,258,1,552,2023-03-08,14:34:56,scheduled,I appreciate the agent's professionalism and attention to detail.
3469,860,36,564,2023-03-08,17:16:35,scheduled,The agent was very professional and courteous throughout the entire process.
3470,2826,24,17,2023-03-08,17:00:34,cancelled,The agent was very professional and courteous throughout the entire process.
3471,322,6,512,2023-03-08,21:24:27,completed,The agent was patient and explained everything clearly. Great service!
3472,1239,15,825,2023-03-08,07:45:54,cancelled,The agent provided excellent support and made the process smooth and easy.
3473,157,46,969,2023-03-08,18:45:57,cancelled,The agent's expertise in the market was evident and very reassuring.
3474,2105,31,798,2023-03-08,18:54:37,completed,The agent was very attentive and addressed all my concerns promptly.
3475,56,5,679,2023-03-08,02:27:38,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3476,632,40,855,2023-03-08,12:17:29,completed,The agent provided excellent support and made the process smooth and easy.
3477,321,30,809,2023-03-08,03:32:46,completed,The agent was patient and explained everything clearly. Great service!
3478,705,38,512,2023-03-08,22:28:07,scheduled,I am very pleased with the service. The agent went above and beyond to help.
3479,242,4,621,2023-03-08,04:45:33,cancelled,I appreciate the agent's professionalism and attention to detail.
3480,2449,17,584,2023-03-08,19:54:44,completed,The agent was patient and explained everything clearly. Great service!
3481,1177,42,123,2023-03-08,07:08:51,cancelled,"The service was satisfactory, but there is room for improvement in communication."
3482,2042,12,506,2023-03-08,20:28:40,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3483,1726,43,814,2023-03-08,18:41:12,completed,The agent was very attentive and addressed all my concerns promptly.
3484,2716,14,363,2023-03-08,13:59:45,scheduled,I appreciate the agent's professionalism and attention to detail.
3485,2239,40,73,2023-03-09,22:35:45,cancelled,The agent's expertise in the market was evident and very reassuring.
3486,1531,48,558,2023-03-09,06:22:50,completed,The agent was patient and explained everything clearly. Great service!
3487,1496,18,227,2023-03-09,23:01:39,cancelled,I appreciate the agent's professionalism and attention to detail.
3488,1905,19,706,2023-03-09,02:18:06,cancelled,The agent was patient and explained everything clearly. Great service!
3489,1124,44,297,2023-03-09,19:09:21,cancelled,The agent was patient and explained everything clearly. Great service!
3490,107,49,951,2023-03-09,15:42:00,cancelled,"The service was satisfactory, but there is room for improvement in communication."
3491,866,18,197,2023-03-09,07:23:58,scheduled,The agent provided excellent support and made the process smooth and easy.
3492,2758,16,168,2023-03-09,13:45:03,cancelled,The agent was patient and explained everything clearly. Great service!
3493,1460,1,697,2023-03-09,16:26:01,completed,The agent's expertise in the market was evident and very reassuring.
3494,1419,12,451,2023-03-09,20:02:08,scheduled,I am very pleased with the service. The agent went above and beyond to help.
3495,2708,11,577,2023-03-09,01:23:51,scheduled,The agent's expertise in the market was evident and very reassuring.
3496,740,47,515,2023-03-09,12:14:05,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
3497,1484,22,433,2023-03-09,13:48:18,cancelled,I am very pleased with the service. The agent went above and beyond to help.
3498,1045,34,681,2023-03-09,18:29:14,completed,The agent provided excellent support and made the process smooth and easy.
3499,2501,19,819,2023-03-09,19:51:59,cancelled,I appreciate the agent's professionalism and attention to detail.
3500,1475,6,79,2023-03-09,20:51:15,cancelled,The agent was very professional and courteous throughout the entire process.
3501,2459,46,704,2023-03-09,05:02:50,scheduled,The agent was patient and explained everything clearly. Great service!
3502,561,6,921,2023-03-09,09:04:17,cancelled,The agent was very professional and courteous throughout the entire process.
3503,1587,29,388,2023-03-09,16:20:43,scheduled,I appreciate the agent's professionalism and attention to detail.
3504,2703,43,942,2023-03-09,09:48:49,scheduled,I appreciate the agent's professionalism and attention to detail.
3505,351,13,931,2023-03-09,15:15:30,cancelled,I appreciate the agent's professionalism and attention to detail.
3506,1342,28,900,2023-03-09,06:19:38,cancelled,The agent was patient and explained everything clearly. Great service!
3507,574,49,769,2023-03-09,14:20:58,completed,"Good service overall, but there were some delays in responses."
3508,2399,46,482,2023-03-09,18:38:32,completed,I am very pleased with the service. The agent went above and beyond to help.
3509,1604,1,486,2023-03-09,13:22:00,cancelled,The agent was patient and explained everything clearly. Great service!
3510,1537,21,740,2023-03-09,09:35:52,completed,I appreciate the agent's professionalism and attention to detail.
3511,2980,31,705,2023-03-09,19:15:31,cancelled,The agent was very attentive and addressed all my concerns promptly.
3512,2972,18,718,2023-03-09,00:33:54,scheduled,The agent was very professional and courteous throughout the entire process.
3513,2250,13,130,2023-03-09,20:13:50,completed,The agent's expertise in the market was evident and very reassuring.
3514,2769,3,174,2023-03-09,19:24:15,cancelled,I am very pleased with the service. The agent went above and beyond to help.
3515,1300,49,424,2023-03-09,14:11:43,scheduled,The agent provided excellent support and made the process smooth and easy.
3516,846,49,416,2023-03-09,05:22:55,cancelled,I am very pleased with the service. The agent went above and beyond to help.
3517,95,10,962,2023-03-09,20:09:00,completed,"The service was satisfactory, but there is room for improvement in communication."
3518,2652,8,86,2023-03-09,04:41:27,cancelled,"The service was satisfactory, but there is room for improvement in communication."
3519,2233,10,522,2023-03-09,07:40:44,cancelled,I appreciate the agent's professionalism and attention to detail.
3520,2559,17,461,2023-03-09,18:59:44,scheduled,The agent's expertise in the market was evident and very reassuring.
3521,1023,23,742,2023-03-09,18:36:08,completed,The agent was patient and explained everything clearly. Great service!
3522,2846,35,27,2023-03-09,07:46:38,cancelled,The agent's expertise in the market was evident and very reassuring.
3523,503,19,747,2023-03-09,05:40:30,scheduled,I appreciate the agent's professionalism and attention to detail.
3524,131,27,955,2023-03-09,07:10:17,completed,The agent provided excellent support and made the process smooth and easy.
3525,1040,3,614,2023-03-09,18:18:32,scheduled,The agent provided excellent support and made the process smooth and easy.
3526,243,7,513,2023-03-09,05:00:44,cancelled,The agent was patient and explained everything clearly. Great service!
3527,2989,5,66,2023-03-09,00:37:37,cancelled,I am very pleased with the service. The agent went above and beyond to help.
3528,1990,5,171,2023-03-09,10:57:16,cancelled,The agent was very attentive and addressed all my concerns promptly.
3529,2871,42,822,2023-03-09,18:43:05,cancelled,The agent was very attentive and addressed all my concerns promptly.
3530,297,46,755,2023-03-09,18:51:19,scheduled,"Good service overall, but there were some delays in responses."
3531,1618,13,158,2023-03-09,12:32:25,scheduled,I appreciate the agent's professionalism and attention to detail.
3532,2746,31,413,2023-03-09,16:33:17,cancelled,The agent provided excellent support and made the process smooth and easy.
3533,1433,29,669,2023-03-09,14:44:44,scheduled,I am very pleased with the service. The agent went above and beyond to help.
3534,2796,40,281,2023-03-09,10:21:48,scheduled,The agent's expertise in the market was evident and very reassuring.
3535,1893,19,408,2023-03-09,01:10:18,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3536,2496,37,718,2023-03-09,04:06:13,cancelled,The agent was very attentive and addressed all my concerns promptly.
3537,268,43,462,2023-03-10,01:03:58,completed,The agent provided excellent support and made the process smooth and easy.
3538,2362,22,692,2023-03-10,03:46:40,scheduled,"Good service overall, but there were some delays in responses."
3539,2701,18,810,2023-03-10,14:48:27,scheduled,"Good service overall, but there were some delays in responses."
3540,2830,1,408,2023-03-10,00:34:25,cancelled,I appreciate the agent's professionalism and attention to detail.
3541,1202,30,894,2023-03-10,04:34:32,completed,The agent was very attentive and addressed all my concerns promptly.
3542,10,39,101,2023-03-10,08:08:14,cancelled,"Good service overall, but there were some delays in responses."
3543,117,41,586,2023-03-10,04:25:57,scheduled,The agent's expertise in the market was evident and very reassuring.
3544,583,15,228,2023-03-10,20:51:09,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
3545,1942,47,843,2023-03-10,17:27:56,cancelled,The agent's expertise in the market was evident and very reassuring.
3546,1513,9,833,2023-03-10,08:13:36,cancelled,"The service was satisfactory, but there is room for improvement in communication."
3547,1097,39,8,2023-03-10,13:15:31,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
3548,2685,44,878,2023-03-10,00:12:09,scheduled,I am very pleased with the service. The agent went above and beyond to help.
3549,1424,18,643,2023-03-10,14:12:36,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3550,688,48,304,2023-03-10,07:34:13,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
3551,2818,24,168,2023-03-10,11:13:40,cancelled,The agent provided excellent support and made the process smooth and easy.
3552,1344,36,633,2023-03-10,13:24:34,scheduled,The agent was patient and explained everything clearly. Great service!
3553,1335,44,214,2023-03-10,06:18:58,scheduled,The agent provided excellent support and made the process smooth and easy.
3554,2816,8,391,2023-03-10,22:59:47,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3555,1453,23,467,2023-03-10,22:59:16,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3556,2138,22,239,2023-03-10,20:02:08,completed,The agent was patient and explained everything clearly. Great service!
3557,2999,15,702,2023-03-10,04:28:13,cancelled,The agent was very attentive and addressed all my concerns promptly.
3558,2390,37,871,2023-03-10,04:00:34,completed,The agent was very professional and courteous throughout the entire process.
3559,656,16,501,2023-03-10,23:27:15,cancelled,The agent was very professional and courteous throughout the entire process.
3560,1558,13,681,2023-03-10,14:26:22,scheduled,"Good service overall, but there were some delays in responses."
3561,798,41,278,2023-03-10,16:43:49,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
3562,1499,29,411,2023-03-10,00:44:44,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
3563,1169,16,964,2023-03-10,13:04:57,completed,The agent was very professional and courteous throughout the entire process.
3564,2527,20,726,2023-03-10,13:24:53,cancelled,I am very pleased with the service. The agent went above and beyond to help.
3565,1807,44,838,2023-03-10,02:11:03,cancelled,The agent was very attentive and addressed all my concerns promptly.
3566,2568,29,794,2023-03-10,04:12:27,cancelled,"Good service overall, but there were some delays in responses."
3567,1926,20,414,2023-03-10,08:18:06,scheduled,I appreciate the agent's professionalism and attention to detail.
3568,194,10,749,2023-03-10,23:36:34,scheduled,The agent was patient and explained everything clearly. Great service!
3569,539,13,931,2023-03-10,08:48:27,scheduled,I appreciate the agent's professionalism and attention to detail.
3570,1369,43,563,2023-03-10,06:21:26,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
3571,1507,45,716,2023-03-10,21:30:56,completed,"The service was satisfactory, but there is room for improvement in communication."
3572,2069,3,58,2023-03-10,02:18:01,cancelled,The agent provided excellent support and made the process smooth and easy.
3573,529,44,182,2023-03-10,05:18:04,completed,I appreciate the agent's professionalism and attention to detail.
3574,870,24,283,2023-03-10,16:11:11,completed,"The service was satisfactory, but there is room for improvement in communication."
3575,2064,3,422,2023-03-10,21:13:18,cancelled,I appreciate the agent's professionalism and attention to detail.
3576,1879,46,416,2023-03-10,15:49:36,completed,I am very pleased with the service. The agent went above and beyond to help.
3577,2861,33,19,2023-03-10,19:10:51,scheduled,The agent's expertise in the market was evident and very reassuring.
3578,1079,4,263,2023-03-10,23:45:56,completed,The agent was very attentive and addressed all my concerns promptly.
3579,600,28,880,2023-03-10,14:14:29,completed,I am very pleased with the service. The agent went above and beyond to help.
3580,83,41,272,2023-03-10,18:20:55,cancelled,The agent provided excellent support and made the process smooth and easy.
3581,1345,40,118,2023-03-10,01:24:37,scheduled,The agent provided excellent support and made the process smooth and easy.
3582,1366,11,970,2023-03-10,18:06:29,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
3583,1823,27,51,2023-03-10,03:32:08,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
3584,2756,22,198,2023-03-10,11:40:54,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
3585,667,42,70,2023-03-10,19:53:18,completed,The agent was very professional and courteous throughout the entire process.
3586,662,20,29,2023-03-10,04:56:34,scheduled,The agent provided excellent support and made the process smooth and easy.
3587,1474,34,12,2023-03-10,09:58:44,scheduled,The agent was very attentive and addressed all my concerns promptly.
3588,1014,41,274,2023-03-10,12:38:50,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
3589,35,23,702,2023-03-11,11:42:20,scheduled,The agent was very professional and courteous throughout the entire process.
3590,2053,48,376,2023-03-11,18:12:36,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3591,364,43,838,2023-03-11,23:50:16,cancelled,The agent was very attentive and addressed all my concerns promptly.
3592,778,7,70,2023-03-11,09:59:19,scheduled,"Good service overall, but there were some delays in responses."
3593,336,49,245,2023-03-11,13:22:13,cancelled,The agent was very attentive and addressed all my concerns promptly.
3594,2251,18,781,2023-03-11,11:00:35,completed,"The service was satisfactory, but there is room for improvement in communication."
3595,2539,20,30,2023-03-11,20:16:42,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
3596,403,2,544,2023-03-11,23:18:36,scheduled,The agent was very professional and courteous throughout the entire process.
3597,1101,13,376,2023-03-11,03:34:04,scheduled,The agent was very attentive and addressed all my concerns promptly.
3598,2632,5,211,2023-03-11,21:31:00,completed,"The service was satisfactory, but there is room for improvement in communication."
3599,1745,12,738,2023-03-11,01:19:59,completed,The agent was very attentive and addressed all my concerns promptly.
3600,560,44,223,2023-03-11,00:40:51,scheduled,The agent was very attentive and addressed all my concerns promptly.
3601,968,6,260,2023-03-11,09:59:27,completed,"Good service overall, but there were some delays in responses."
3602,1622,19,581,2023-03-11,10:21:59,scheduled,"The service was satisfactory, but there is room for improvement in communication."
3603,1438,3,689,2023-03-11,04:57:26,cancelled,The agent was patient and explained everything clearly. Great service!
3604,2871,15,814,2023-03-11,16:00:11,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
3605,1120,11,384,2023-03-11,05:05:27,scheduled,I appreciate the agent's professionalism and attention to detail.
3606,245,3,981,2023-03-11,15:16:07,scheduled,"Good service overall, but there were some delays in responses."
3607,2709,7,564,2023-03-11,23:28:19,completed,I appreciate the agent's professionalism and attention to detail.
3608,895,22,489,2023-03-11,16:41:59,completed,"The service was satisfactory, but there is room for improvement in communication."
3609,2135,1,758,2023-03-11,14:54:15,cancelled,The agent's expertise in the market was evident and very reassuring.
3610,2763,2,700,2023-03-11,15:05:44,cancelled,The agent provided excellent support and made the process smooth and easy.
3611,1128,24,283,2023-03-11,11:50:47,cancelled,"The service was satisfactory, but there is room for improvement in communication."
3612,2051,4,881,2023-03-11,03:17:28,cancelled,The agent was very professional and courteous throughout the entire process.
3613,2002,48,622,2023-03-11,14:53:01,cancelled,"The service was satisfactory, but there is room for improvement in communication."
3614,1330,16,907,2023-03-11,18:06:35,completed,The agent was very attentive and addressed all my concerns promptly.
3615,2322,15,207,2023-03-11,22:57:17,scheduled,The agent provided excellent support and made the process smooth and easy.
3616,699,10,20,2023-03-11,14:37:47,completed,"The service was satisfactory, but there is room for improvement in communication."
3617,489,31,528,2023-03-11,03:11:22,scheduled,"Good service overall, but there were some delays in responses."
3618,652,30,295,2023-03-11,01:07:59,scheduled,I appreciate the agent's professionalism and attention to detail.
3619,2898,24,244,2023-03-11,21:29:12,completed,The agent was very attentive and addressed all my concerns promptly.
3620,1053,22,518,2023-03-11,08:40:52,completed,The agent's expertise in the market was evident and very reassuring.
3621,2067,48,750,2023-03-11,07:10:35,completed,I am very pleased with the service. The agent went above and beyond to help.
3622,1698,43,191,2023-03-11,19:40:22,cancelled,The agent was patient and explained everything clearly. Great service!
3623,2442,47,580,2023-03-11,23:18:30,completed,I am very pleased with the service. The agent went above and beyond to help.
3624,1798,46,5,2023-03-11,16:10:56,completed,"Good service overall, but there were some delays in responses."
3625,1427,4,41,2023-03-11,23:58:11,completed,I appreciate the agent's professionalism and attention to detail.
3626,2321,8,489,2023-03-11,07:09:01,scheduled,The agent was very attentive and addressed all my concerns promptly.
3627,1694,6,870,2023-03-11,00:13:43,cancelled,I appreciate the agent's professionalism and attention to detail.
3628,1242,20,462,2023-03-11,17:44:26,completed,The agent's expertise in the market was evident and very reassuring.
3629,788,21,652,2023-03-11,16:13:38,cancelled,The agent provided excellent support and made the process smooth and easy.
3630,2157,10,804,2023-03-11,22:38:45,completed,The agent was patient and explained everything clearly. Great service!
3631,1763,47,496,2023-03-11,18:13:04,scheduled,The agent's expertise in the market was evident and very reassuring.
3632,2857,43,191,2023-03-11,18:14:30,scheduled,"Good service overall, but there were some delays in responses."
3633,1175,5,86,2023-03-11,09:35:12,cancelled,"The service was satisfactory, but there is room for improvement in communication."
3634,384,43,129,2023-03-11,00:08:17,completed,The agent's expertise in the market was evident and very reassuring.
3635,2265,22,971,2023-03-11,09:29:30,completed,The agent was very attentive and addressed all my concerns promptly.
3636,1879,35,359,2023-03-11,12:18:02,scheduled,I am very pleased with the service. The agent went above and beyond to help.
3637,2635,50,271,2023-03-11,12:24:00,scheduled,The agent was very professional and courteous throughout the entire process.
3638,734,17,507,2023-03-11,01:44:56,scheduled,The agent provided excellent support and made the process smooth and easy.
3639,186,32,858,2023-03-11,06:20:19,completed,I am very pleased with the service. The agent went above and beyond to help.
3640,2831,30,761,2023-03-11,20:36:34,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
3641,2610,29,861,2023-03-12,06:20:41,completed,The agent was very attentive and addressed all my concerns promptly.
3642,2298,20,710,2023-03-12,06:08:01,completed,The agent provided excellent support and made the process smooth and easy.
3643,2749,4,204,2023-03-12,00:08:04,cancelled,I am very pleased with the service. The agent went above and beyond to help.
3644,2590,47,341,2023-03-12,21:50:39,completed,The agent was very attentive and addressed all my concerns promptly.
3645,1678,41,509,2023-03-12,14:04:23,cancelled,The agent's expertise in the market was evident and very reassuring.
3646,75,10,180,2023-03-12,02:59:47,completed,"The service was satisfactory, but there is room for improvement in communication."
3647,1619,24,939,2023-03-12,18:27:05,completed,The agent was very professional and courteous throughout the entire process.
3648,2233,15,173,2023-03-12,16:15:29,completed,I am very pleased with the service. The agent went above and beyond to help.
3649,2621,37,290,2023-03-12,05:34:58,cancelled,The agent was patient and explained everything clearly. Great service!
3650,448,22,564,2023-03-12,01:58:07,completed,"The service was satisfactory, but there is room for improvement in communication."
3651,1840,27,476,2023-03-12,04:28:51,scheduled,I am very pleased with the service. The agent went above and beyond to help.
3652,211,46,241,2023-03-12,04:47:25,cancelled,I am very pleased with the service. The agent went above and beyond to help.
3653,741,23,832,2023-03-12,01:30:05,completed,The agent's expertise in the market was evident and very reassuring.
3654,363,31,334,2023-03-12,22:40:49,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
3655,936,43,325,2023-03-12,21:01:11,completed,"The service was satisfactory, but there is room for improvement in communication."
3656,756,45,784,2023-03-12,15:32:14,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
3657,2360,24,776,2023-03-12,20:16:18,completed,The agent was patient and explained everything clearly. Great service!
3658,328,7,36,2023-03-12,12:46:36,cancelled,The agent's expertise in the market was evident and very reassuring.
3659,2530,3,975,2023-03-12,19:03:17,scheduled,I appreciate the agent's professionalism and attention to detail.
3660,1602,10,127,2023-03-12,01:07:02,cancelled,The agent was very professional and courteous throughout the entire process.
3661,1578,5,276,2023-03-12,18:55:36,completed,Excellent service provided by the agent. Very knowledgeable and helpful.
3662,2938,17,9,2023-03-12,16:44:25,scheduled,The agent provided excellent support and made the process smooth and easy.
3663,2907,45,413,2023-03-12,04:14:16,cancelled,"Good service overall, but there were some delays in responses."
3664,2140,45,819,2023-03-12,12:37:19,completed,I am very pleased with the service. The agent went above and beyond to help.
3665,2340,4,265,2023-03-12,04:43:39,scheduled,I appreciate the agent's professionalism and attention to detail.
3666,2384,7,270,2023-03-12,08:09:36,cancelled,I appreciate the agent's professionalism and attention to detail.
3667,781,38,212,2023-03-12,13:11:52,scheduled,The agent was patient and explained everything clearly. Great service!
3668,2651,19,494,2023-03-12,10:22:50,completed,The agent provided excellent support and made the process smooth and easy.
3669,2572,31,874,2023-03-12,06:39:23,scheduled,I appreciate the agent's professionalism and attention to detail.
3670,1924,41,251,2023-03-12,19:22:59,cancelled,The agent was patient and explained everything clearly. Great service!
3671,307,43,776,2023-03-12,23:51:23,completed,The agent was patient and explained everything clearly. Great service!
3672,2653,47,735,2023-03-12,22:43:39,scheduled,The agent was very professional and courteous throughout the entire process.
3673,732,6,305,2023-03-12,18:33:06,cancelled,Excellent service provided by the agent. Very knowledgeable and helpful.
3674,1775,43,997,2023-03-12,03:34:01,completed,The agent provided excellent support and made the process smooth and easy.
3675,1789,11,455,2023-03-12,04:43:44,cancelled,"Good service overall, but there were some delays in responses."
3676,2416,39,645,2023-03-12,06:21:04,cancelled,The agent was patient and explained everything clearly. Great service!
3677,2681,16,520,2023-03-12,15:18:12,scheduled,The agent's expertise in the market was evident and very reassuring.
3678,2505,40,166,2023-03-12,03:15:02,cancelled,"The service was satisfactory, but there is room for improvement in communication."
3679,1227,2,169,2023-03-12,06:05:26,completed,"Good service overall, but there were some delays in responses."
3680,2025,29,916,2023-03-12,16:19:41,completed,"Good service overall, but there were some delays in responses."
3681,1649,22,138,2023-03-12,18:09:09,scheduled,The agent was very attentive and addressed all my concerns promptly.
3682,404,25,355,2023-03-12,00:27:05,scheduled,Excellent service provided by the agent. Very knowledgeable and helpful.
3683,255,19,608,2023-03-12,03:17:11,scheduled,The agent was very attentive and addressed all my concerns promptly.
3684,1603,43,756,2023-03-12,14:00:26,scheduled,I appreciate the agent's professionalism and attention to detail.
3685,2189,40,151,2023-03-12,14:19:05,completed,The agent's expertise in the market was evident and very reassuring.
3686,1471,27,393,2023-03-12,00:30:38,cancelled,"Good service overall, but there were some delays in responses."
